team,pos,fpl_first_name,fpl_last_name,fpl_web_name,start_cost,now_cost,FPL_ID,Understat_ID
Newcastle,D,Paul,Dummett,Dummett,4.5,4.4,331,853
Newcastle,D,Javier,Manquillo,Manquillo,4.5,4.2,332,1719
Newcastle,D,Emil,Krafth,Krafth,4.5,4.2,333,1545
Newcastle,D,Fabian,Schär,Schär,5,4.9,334,76
Newcastle,D,DeAndre,Yedlin,Yedlin,4.5,4.3,335,727
Newcastle,M,Isaac,Hayden,Hayden,5,4.7,336,6062
Newcastle,M,Rolando,Aarons,Aarons,5,4.8,337,915
Newcastle,M,Allan,Saint-Maximin,Saint-Maximin,5.5,5.1,338,101
Newcastle,M,Miguel,Almirón,Almirón,6,5.6,339,7420
Newcastle,F,Joelinton Cássio,Apolinário de Lira,Joelinton,6,5.7,340,87
Newcastle,F,Yoshinori,Muto,Muto,5,4.8,341,47
Newcastle,D,Kelland,Watts,Watts,4,3.9,342,7602
Sheffield Utd,F,Billy,Sharp,Sharp,6,5.5,343,7712
Sheffield Utd,F,David,McGoldrick,McGoldrick,5.5,5.2,344,7711
Sheffield Utd,D,Chris,Basham,Basham,5,4.6,345,7704
Sheffield Utd,M,John,Fleck,Fleck,6,5.6,346,7709
Sheffield Utd,D,Enda,Stevens,Stevens,5.5,5.0,347,7707
Sheffield Utd,G,Simon,Moore,Moore,4.5,4.3,348,7715
Sheffield Utd,M,Oliver,Norwood,Norwood,5,4.5,349,7710
Sheffield Utd,G,Wes,Foderingham,Foderingham,4.5,4.3,350,-1
Sheffield Utd,D,George,Baldock,Baldock,5.5,4.9,351,7706
Sheffield Utd,D,Jack,Robinson,Jack Robinson,4.5,4.2,352,8286
Sheffield Utd,D,John,Egan,Egan,5,4.7,353,7703
Sheffield Utd,D,Jack,O'Connell,O'Connell,5,4.7,354,7705
Sheffield Utd,M,John,Lundstram,Lundstram,5.5,4.9,355,7708
Sheffield Utd,M,Ben,Osborn,Osborn,5,4.7,356,7714
Sheffield Utd,F,Oliver,McBurnie,McBurnie,6,5.6,357,1736
West Brom,F,Callum,Robinson,Callum Robinson,5.5,5.4,358,4476
Sheffield Utd,F,Lys,Mousset,Mousset,6,5.8,359,1748
Sheffield Utd,M,Sander,Berge,Berge,5,4.9,360,8285
Southampton,F,Shane,Long,Long,5.5,5.1,361,839
Southampton,D,Ryan,Bertrand,Bertrand,5,5.0,362,835
Southampton,G,Alex,McCarthy,McCarthy,4.5,4.6,363,635
Southampton,M,Oriol,Romeu Vidal,Oriol Romeu,4.5,4.5,364,842
Southampton,M,Nathan,Redmond,Redmond,6.5,6.4,365,790
Southampton,F,Danny,Ings,Ings,8.5,8.4,366,986
Southampton,D,Jack,Stephens,Stephens,5,4.6,367,1735
Southampton,M,Stuart,Armstrong,Armstrong,5.5,5.5,368,6893
Southampton,D,Jannik,Vestergaard,Vestergaard,4.5,4.7,369,111
Southampton,M,James,Ward-Prowse,Ward-Prowse,6,6.0,370,843
Southampton,G,Angus,Gunn,Gunn,4.5,4.3,371,5544
Southampton,M,Sofiane,Boufal,Boufal,5.5,5.4,372,1734
Fulham,M,Harrison,Reed,Reed,4.5,4.4,373,910
Southampton,M,Josh,Sims,Sims,4.5,4.3,374,5565
Southampton,D,Kyle,Walker-Peters,Walker-Peters,4.5,4.7,375,885
Southampton,D,Jan,Bednarek,Bednarek,4.5,4.9,376,6042
Southampton,F,Che,Adams,Adams,6,5.8,377,7700
Southampton,D,Yan,Valery,Valery,5,4.7,378,7280
Southampton,M,William,Smallbone,Smallbone,4.5,4.4,379,8224
Southampton,D,Jake,Vokins,Vokins,4,3.9,380,8493
Southampton,F,Michael,Obafemi,Obafemi,5,4.6,381,6504
Southampton,M,Moussa,Djenepo,Djenepo,5.5,5.4,382,7701
Spurs,G,Hugo,Lloris,Lloris,5.5,5.6,383,637
Spurs,D,Danny,Rose,Rose,5,4.7,384,641
Spurs,M,Moussa,Sissoko,Sissoko,5,4.8,385,772
Spurs,D,Toby,Alderweireld,Alderweireld,5.5,5.4,386,639
Spurs,M,Erik,Lamela,Lamela,6,5.7,387,644
Spurs,F,Harry,Kane,Kane,10.5,11.0,388,647
Spurs,D,Serge,Aurier,Aurier,5.5,5.2,389,3600
Spurs,M,Heung-Min,Son,Son,9,9.7,390,453
Spurs,D,Eric,Dier,Dier,5,5.0,391,643
Spurs,M,Lucas,Rodrigues Moura da Silva,Lucas Moura,7,6.6,392,3293
Spurs,G,Paulo,Gazzaniga,Gazzaniga,4.5,4.3,393,973
Spurs,M,Bamidele,Alli,Alli,8,7.4,394,645
Spurs,D,Ben,Davies,Davies,5,4.6,395,660
Spurs,M,Pierre-Emile,Højbjerg,Højbjerg,5,4.9,396,343
Spurs,M,Harry,Winks,Winks,5.5,5.2,397,971
Spurs,D,Davinson,Sánchez,Sánchez,5.5,5.2,398,6249
Spurs,D,Ryan,Sessegnon,Sessegnon,5,4.7,399,6837
Spurs,M,Steven,Bergwijn,Bergwijn,7.5,7.0,400,8300
Spurs,M,Gedson,Carvalho Fernandes,Fernandes,5,4.7,401,8257
Spurs,D,Japhet,Tanganga,Tanganga,5,4.9,402,8222
Spurs,M,Giovani,Lo Celso,Lo Celso,7,6.9,403,5681
Spurs,M,Oliver,Skipp,Skipp,4.5,4.4,404,7198
Spurs,M,Tanguy,Ndombele,Ndombele,6,5.9,405,5962
Spurs,D,Juan,Foyth,Foyth,4.5,4.3,406,6306
West Brom,D,Kieran,Gibbs,Gibbs,4.5,4.3,407,545
West Brom,F,Hal,Robson-Kanu,Robson-Kanu,5.5,5.2,408,1738
West Brom,M,Jake,Livermore,Livermore,5,4.7,409,1689
West Brom,M,Kamil,Grosicki,Grosicki,5.5,5.2,410,3231
West Brom,M,Matt,Phillips,Phillips,5.5,5.1,411,1737
West Brom,D,Kyle,Bartley,Bartley,4.5,4.4,412,964
West Brom,M,Romaine,Sawyers,Sawyers,5,4.7,413,8757
West Brom,D,Ahmed El-Sayed,Hegazy,Hegazi,4.5,4.1,414,3979
West Brom,F,Charlie,Austin,Austin,5.5,5.1,415,848
West Brom,F,Kenneth,Zohore,Zohore,5,4.8,416,6928
West Brom,G,Sam,Johnstone,Johnstone,4.5,4.5,417,978
West Brom,D,Conor,Townsend,Townsend,4.5,4.4,418,8905
West Brom,D,Oluwasemilogo Adesewo Ibidapo,Ajayi,Ajayi,5,4.8,419,4490
West Brom,M,Jonathan,Leko,Leko,4.5,4.5,420,879
West Brom,M,Kyle,Edwards,Edwards,5,4.7,421,8758
West Brom,D,Darnell,Furlong,Furlong,4.5,4.5,422,4391
West Brom,M,Sam,Field,Field,5,4.8,423,1013
Sheffield Utd,M,Oliver,Burke,Burke,4.5,4.2,424,5256
West Brom,D,Dara,O'Shea,O'Shea,4.5,4.3,425,8756
West Brom,M,Rekeem,Harper,Harper,4.5,4.3,426,5562
West Ham,M,Mark,Noble,Noble,5,4.6,427,533
West Brom,M,Robert,Snodgrass,Snodgrass,6,5.6,428,1691
West Ham,G,David,Martin,Martin,4,4.0,429,8082
West Ham,G,Darren,Randolph,Randolph,4.5,4.4,430,540
West Ham,G,Lukasz,Fabianski,Fabianski,5,5.1,431,706
West Ham,D,Angelo,Ogbonna,Ogbonna,5,5.0,432,528
West Ham,G,Roberto,Jimenez Gago,Roberto,4.5,4.5,433,5087
West Ham,M,Jack,Wilshere,Wilshere,5,4.9,434,1036
West Ham,D,Aaron,Cresswell,Cresswell,5,5.6,435,534
West Ham,M,Andriy,Yarmolenko,Yarmolenko,6,5.5,436,6274
West Ham,F,Michail,Antonio,Antonio,6.5,6.7,437,531
West Ham,D,Ryan,Fredericks,Fredericks,4.5,4.2,438,6891
West Ham,M,Manuel,Lanzini,Lanzini,6.5,6.4,439,535
West Ham,M,Felipe Anderson,Pereira Gomes,Felipe Anderson,6.5,6.1,440,1208
West Ham,F,Sébastien,Haller,Haller,6.5,6.1,441,6144
West Ham,D,Arthur,Masuaku,Masuaku,4.5,4.3,442,1760
West Ham,D,Fabián,Balbuena,Balbuena,4.5,4.3,443,6892
West Ham,F,Jordan,Hugill,Hugill,5.5,5.5,444,6526
West Ham,M,Jarrod,Bowen,Bowen,6.5,6.2,445,1776
West Brom,M,Grady,Diangana,Diangana,5.5,5.0,446,6651
West Ham,F,Albian,Ajeti,Ajeti,5.5,5.5,447,2673
West Ham,M,Declan,Rice,Rice,5,4.8,448,5553
West Ham,M,Tomas,Soucek,Soucek,5,5.4,449,8288
West Ham,M,Pablo,Fornals,Fornals,6.5,6.0,450,2335
West Ham,D,Issa,Diop,Diop,4.5,4.3,451,3203
West Ham,D,Ben,Johnson,Johnson,4,3.9,452,6424
Wolves,G,John,Ruddy,Ruddy,4.5,4.3,453,785
Wolves,M,João Filipe Iria,Santos Moutinho,Moutinho,5.5,5.2,454,3422
Wolves,G,Rui Pedro,dos Santos Patrício,Patrício,5.5,5.4,455,6849
Wolves,D,Ryan,Bennett,Bennett,4.5,4.4,456,787
Spurs,D,Matt,Doherty,Doherty,6,5.6,457,6852
Wolves,D,Willy,Boly,Boly,5.5,5.4,458,6850
Wolves,D,Conor,Coady,Coady,5,4.8,459,6851
Wolves,F,Raúl,Jiménez,Jiménez,8.5,8.2,460,4105
Wolves,D,Romain,Saïss,Saïss,5,4.9,461,3491
Wolves,D,Jonathan,Castro Otto,Jonny,5.5,5.4,462,2280
Wolves,F,Léo,Bonatini,Bonatini,5,4.8,463,6855
Wolves,M,Leander,Dendoncker,Dendoncker,5,4.6,464,7236
Wolves,M,Adama,Traoré,Traoré,6.5,6.0,465,900
Wolves,M,Rúben Diogo,da Silva Neves,Neves,5.5,5.1,466,6853
Wolves,D,Oskar,Buur,Buur,4,3.9,467,8227
Liverpool,M,Diogo,Jota,Jota,6.5,6.6,468,6854
Wolves,M,Daniel,Castelo Podence,Podence,5.5,5.3,469,8291
Wolves,D,Max,Kilman,Kilman,4,4.0,470,7332
Wolves,D,Rúben Gonçalo,Silva Nascimento Vinagre,Vinagre,4.5,4.1,471,6856
Wolves,G,Matija,Sarkic,Sarkic,4.5,4.4,472,-1
Wolves,M,Morgan,Gibbs-White,Gibbs-White,5,4.9,473,6857
Wolves,M,Pedro,Lomba Neto,Neto,5.5,5.7,474,6382
Wolves,M,Bruno André,Cavaco Jordao,Jordao,4.5,4.3,475,6336
Wolves,F,Leonardo,Campana,Campana,5,4.8,476,-1
Sheffield Utd,M,Luke,Freeman,Freeman,5,5.0,477,7713
Arsenal,M,Willian,Borges Da Silva,Willian,8,7.5,478,700
Southampton,D,Mohammed,Salisu,Salisu,4.5,4.3,479,6923
Newcastle,M,Sean,Longstaff,Longstaff,5,4.7,480,7078
West Brom,M,Matheus,Pereira,Pereira,6,5.7,481,7153
Spurs,G,Joe,Hart,Hart,4.5,4.3,482,609
Sheffield Utd,G,Aaron,Ramsdale,Ramsdale,5,4.6,483,5603
Fulham,D,Antonee,Robinson,Robinson,4.5,4.4,484,8940
Newcastle,M,Jeff,Hendrick,Hendrick,5,4.5,485,1746
Crystal Palace,D,Scott,Dann,Dann,4.5,4.3,486,512
Newcastle,M,Matthew,Longstaff,Matty Longstaff,5,4.9,487,8016
Newcastle,G,Mark,Gillespie,Gillespie,4.5,4.3,488,-1
Crystal Palace,M,Eberechi,Eze,Eze,6,5.8,489,8706
Chelsea,D,Thiago,Thiago,Thiago Silva,5.5,5.6,490,3288
Leeds,D,Robin,Koch,Koch,4.5,4.3,491,6273
Leeds,F,Rodrigo,Moreno,Rodrigo,6,5.7,492,2381
Fulham,M,Mario,Lemina,Lemina,4.5,4.5,493,1299
Arsenal,D,Gabriel,Magalhães,Gabriel,5,5.0,494,5613
Man Utd,M,Donny,van de Beek,van de Beek,7,6.6,495,8821
Aston Villa,D,Matthew,Cash,Cash,5,5.0,496,8864
Newcastle,M,Jacob,Murphy,Murphy,5,4.9,497,6063
Leicester,D,Timothy,Castagne,Castagne,5.5,5.7,498,6157
West Brom,D,Cedric,Kipre,Kipre,4.5,4.3,499,-1
Chelsea,M,Kai,Havertz,Havertz,8.5,8.2,500,5220
Arsenal,M,Daniel,Ceballos Fernández,Ceballos,5,4.7,501,2446
Everton,M,Allan,Marques Loureiro,Allan,5.5,5.2,502,1379
Brighton,G,Christian,Walton,Walton,4,4.0,503,-1
Wolves,F,Fabio,Silva,Fabio Silva,5.5,5.2,504,8778
Wolves,D,Fernando,Marçal,Marçal,5,4.7,505,5708
Newcastle,F,Callum,Wilson,Wilson,6.5,6.8,506,468
Newcastle,M,Ryan,Fraser,Fraser,6,5.6,507,1683
Everton,M,James,Rodríguez,Rodríguez,7.5,7.7,508,2249
Sheffield Utd,D,Ethan,Ampadu,Ampadu,4.5,4.3,509,6369
Sheffield Utd,D,Jayden,Bogle,Bogle,4.5,4.3,510,-1
Sheffield Utd,D,Max,Lowe,Lowe,4.5,4.3,511,8918
Everton,M,Abdoulaye,Doucouré,Doucouré,5.5,5.2,512,1726
Newcastle,D,Jamal,Lewis,Lewis,4.5,4.2,513,7691
Aston Villa,F,Ollie,Watkins,Watkins,6,6.3,514,8865
Wolves,M,Vitor,Ferreira,Vitinha,5,4.7,515,8777
Fulham,G,Alphonse,Areola,Areola,4.5,4.5,516,2310
Fulham,D,Kenny,Tete,Tete,4.5,4.3,517,5973
Leicester,M,Nampalys,Mendy,Mendy,4.5,4.3,518,1785
Burnley,D,Jimmy,Dunne,Dunne,4,3.8,519,8481
Burnley,D,Bobby,Thomas,Thomas,4,3.9,520,-1
Spurs,D,Cameron,Carter-Vickers,Carter-Vickers,4,3.9,521,-1
Crystal Palace,D,Sam,Woods,Woods,4,4.0,522,-1
Southampton,G,Fraser,Forster,Forster,4,4.0,523,831
Southampton,M,Nathan,Tella,Tella,4.5,4.3,524,8456
Fulham,D,Denis,Odoi,Odoi,4.5,4.2,525,7077
Arsenal,M,Mohamed Naser,El Sayed Elneny,Elneny,4.5,4.3,526,496
Arsenal,G,Matt,Macey,Macey,4,4.0,527,-1
Brighton,G,Jason,Steele,Steele,4,4.0,528,-1
Sheffield Utd,D,Phil,Jagielka,Jagielka,4,3.9,529,587
West Brom,D,Branislav,Ivanovic,Ivanovic,4.5,4.4,530,682
Liverpool,M,Thiago,Alcántara do Nascimento,Thiago,6,5.7,531,229
Leeds,G,Elia,Caprile,Caprile,4,4.0,532,-1
Leeds,M,Mateusz,Bogusz,Bogusz,4.5,4.3,533,-1
Crystal Palace,D,Ryan,Inniss,Inniss,4,4.0,534,-1
Burnley,M,Josh,Benson,Benson,4.5,4.5,535,7383
Burnley,D,Anthony,Driscoll-Glennon,Driscoll-Glennon,4,4.0,536,-1
Man City,M,Adrián,Bernabé,Bernabé,4.5,4.5,537,-1
Man City,G,Zack,Steffen,Steffen,4.5,4.4,538,7817
Man City,F,Liam,Delap,Delap,4.5,4.4,539,8868
Aston Villa,M,Bertrand,Traoré,Traoré,6,5.9,540,695
Leicester,M,Cengiz,Ünder,Ünder,6,5.7,541,6162
Spurs,D,Sergio,Reguilón,Reguilón,5.5,5.6,542,7187
Spurs,M,Gareth,Bale,Bale,9.5,9.3,543,2251
West Brom,M,Conor,Gallagher,Gallagher,5.5,5.5,544,9040
Wolves,D,Ki-Jana,Hoever,Hoever,4.5,4.4,545,8351
Wolves,D,Nélson,Cabral Semedo,Semedo,5.5,5.3,546,6163
Arsenal,G,Rúnar Alex,Rúnarsson,Rúnarsson,4.5,4.4,547,6875
Chelsea,G,Edouard,Mendy,Mendy,5,5.1,548,6880
Leeds,D,Diego,Llorente,Llorente,4.5,4.4,549,2163
Brighton,M,Jayson,Molumby,Molumby,4.5,4.5,550,6350
Burnley,M,Mace,Goodridge,Goodridge,4.5,4.5,551,-1
Man City,M,Cole,Palmer,Palmer,4.5,4.4,552,-1
Wolves,M,Meritan,Shabani,Shabani,4.5,4.4,553,6642
Aston Villa,M,Jacob,Ramsey,Ramsey,4.5,4.5,554,8941
West Brom,M,Filip,Krovinovic,Krovinovic,5,4.9,555,8966
Man City,D,Rúben Santos,Gato Alves Dias,Dias,5.5,6.1,556,8961
Fulham,M,Ademola,Lookman,Lookman,5,5.0,557,5556
West Ham,D,Vladimir,Coufal,Coufal,4.5,4.7,558,8965
Everton,D,Niels,Nkounkou,Nkounkou,4,4.0,559,8109
Liverpool,G,Caoimhin,Kelleher,Kelleher,4.5,4.5,560,-1
Leicester,D,Wesley,Fofana,Fofana,5,5.0,561,7589
Fulham,D,Ola,Aina,Aina,4.5,4.5,562,725
Wolves,D,Rayan,Ait Nouri,Ait Nouri,5,5.0,563,6674
Spurs,F,Carlos Vinicius,Alves Morais,Carlos Vinicius,7,6.9,564,7395
Southampton,M,Ibrahima,Diallo,Diallo,4.5,4.5,565,6736
Everton,D,Ben,Godfrey,Godfrey,5,5.0,566,7689
Arsenal,M,Thomas,Partey,Partey,5,4.9,567,2328
Man Utd,D,Alex Nicolao,Telles,Telles,5.5,5.5,568,1828
Man Utd,F,Edinson,Cavani,Cavani,8,7.9,569,3294
Leeds,M,Raphael,Dias Belloli,Raphinha,5.5,5.3,570,8026
Fulham,D,Joachim,Andersen,Andersen,4.5,4.5,571,6314
Fulham,D,Tosin,Adarabioyo,Adarabioyo,4.5,4.5,572,5590
Everton,G,Robin,Olsen,Olsen,4.5,4.5,573,6962
Brighton,F,Andi,Zeqiri,Zeqiri,5,5.0,574,-1
Man Utd,M,Facundo,Pellistri,Pellistri,5.5,5.2,575,-1
West Ham,D,Craig,Dawson,Dawson,4.5,4.5,576,804
Crystal Palace,D,Nathaniel,Clyne,Clyne,4.5,4.5,577,603
Crystal Palace,G,Stephen,Henderson,Henderson,4,4.0,578,-1
Leicester,F,Islam,Slimani,Slimani,5,4.9,579,1682
Sheffield Utd,G,Michael,Verrips,Verrips,4,4.0,580,-1
Wolves,M,Owen,Otasowie,Otasowie,4.5,4.5,581,-1
West Brom,F,Karlan,Grant,Grant,6,5.8,582,7390
Burnley,G,Will,Norris,Norris,4,4.0,583,7459
Spurs,D,Joe,Rodon,Rodon,5,5.0,584,6377
Fulham,D,Terence,Kongolo,Kongolo,4.5,4.3,585,6067
Crystal Palace,G,Jack,Butland,Butland,4.5,4.5,586,856
West Ham,M,Saïd,Benrahma,Benrahma,6,6.0,587,3585
Brighton,F,Danny,Welbeck,Welbeck,5.5,5.5,588,501
Liverpool,D,Nathaniel,Phillips,Phillips,4,4.0,589,8228
Southampton,F,Daniel,N'Lundulu,N'Lundulu,4.5,4.5,590,7983
Burnley,F,Max,Thompson,Thompson,4.5,4.5,591,8480
Burnley,F,Lewis,Richardson,Richardson,4.5,4.5,592,-1
Chelsea,G,Karlo,Ziger,Ziger,4,4.0,593,-1
Liverpool,D,Rhys,Williams,Rhys Williams,4,4.0,594,-1
Man City,G,James,Trafford,Trafford,4,4.0,595,-1
Everton,F,Ellis,Simms,Simms,4.5,4.5,596,-1
Brighton,G,Robert,Sánchez,Sánchez,4.5,4.4,597,9098
Southampton,D,Kayne,Ramsay,Ramsay,4,4.0,598,7326
Leeds,M,Jack,Jenkins,Jenkins,4.5,4.5,599,-1
West Brom,D,Lee,Peltier,Peltier,4,4.0,600,6822
Liverpool,M,Leighton,Clarkson,Clarkson,4.5,4.5,601,-1
Newcastle,M,Elliot,Anderson,Anderson,4.5,4.5,602,-1
Sheffield Utd,D,Kean,Bryan,Bryan,4,3.9,603,9163
Man Utd,G,Lee,Grant,Grant,4.0,4.0,604,1742
Chelsea,M,Faustino,Anjorin,Anjorin,4.5,4.5,605,8383
Newcastle,G,Daniel,Langley,Langley,4.0,4.0,606,-1
Liverpool,M,Jake,Cain,Cain,4.5,4.5,607,-1
Man City,G,Scott,Carson,Carson,4.0,4.0,608,-1
Man City,M,Felix,Nmecha,Nmecha,4.5,4.5,609,-1
Wolves,M,Theo,Corbeanu,Corbeanu,4.5,4.5,610,-1
Wolves,M,Taylor,Perry,Perry,4.5,4.5,611,-1
Burnley,M,Anthony,Mancini,Mancini,4.5,4.4,612,-1
Burnley,F,Joel,Mumbongo,Mumbongo,4.5,4.5,613,-1
Wolves,M,Luke,Cundle,Cundle,4.5,4.5,614,-1
Wolves,D,Lewis,Richards,Richards,4.0,4.0,615,-1
Wolves,D,Christian,Marques,Marques,4.0,4.0,616,-1
Wolves,G,Andreas,Söndergaard,Söndergaard,4.0,4.0,617,-1
Sheffield Utd,F,Antwoine,Hackford,Hackford,4.5,4.4,618,-1
Leeds,F,Niall,Huggins,Huggins,4.5,4.5,619,-1
Leeds,D,Charlie,Cresswell,Cresswell,4.0,4.0,620,-1
West Brom,F,Cheikh,Diaby,Diaby,4.5,4.5,621,-1
Man City,D,Luke,Mbete,Mbete,4.0,4.0,622,-1
Man City,D,Taylor,Harwood-Bellis,Harwood-Bellis,4.0,4.0,623,-1
Southampton,M,Kgaogelo,Chauke,Chauke,4.5,4.5,624,-1
Southampton,G,Harry,Lewis,Lewis,4.0,4.0,625,-1
Wolves,F,Patrick,Cutrone,Cutrone,6.0,5.9,626,-1
Brighton,M,Percy,Tau,Tau,5.5,5.3,627,-1
Brighton,M,Jakub,Moder,Moder,5.0,5.0,628,-1
Wolves,D,Nigel,Lonwijk,Lonwijk,4.0,4.0,629,-1
Brighton,M,Reda,Khadra,Khadra,4.5,4.5,630,-1
Brighton,M,Teddy,Jenks,Jenks,4.5,4.5,631,-1
Brighton,M,Max,Sanders,Sanders,4.5,4.5,632,-1
Brighton,M,Jensen,Weir,Weir,4.5,4.5,633,-1
Southampton,M,Will,Ferry,Ferry,4.5,4.5,634,-1
Southampton,D,Allan,Tchaptchet,Tchaptchet,4.0,4.0,635,-1
Southampton,M,Caleb,Watts,Watts,4.5,4.5,636,-1
West Ham,D,Frederik,Alves,Alves,4.0,4.0,637,-1
West Ham,F,Ademipo,Odubeko,Odubeko,4.5,4.5,638,-1
West Brom,G,Andy,Lonergan,Lonergan,4.0,4.0,639,-1
Man Utd,M,Amad,Diallo,Diallo,5.5,5.5,640,-1
Crystal Palace,F,Jean-Philippe,Mateta,Mateta,6.0,6.0,641,-1
Wolves,F,Willian José,Da Silva,Willian José,7.0,7.0,642,-1
Southampton,M,Alexandre,Jankewitz,Jankewitz,4.5,4.5,643,-1
Everton,M,Tyler,Onyango,Onyango,4.5,4.5,644,-1
Arsenal,M,Martin,Ødegaard,Ødegaard,6.0,6.0,645,-1
Sheffield Utd,D,Kyron,Gordon,Gordon,4.0,4.0,646,-1
Aston Villa,M,Morgan,Sanson,Sanson,5.5,5.5,647,-1
West Brom,F,Mbaye,Diagne,Diagne,6.0,6.0,648,-1
Wolves,D,Hugo,Bueno,Bueno,4.0,4.0,649,-1
Spurs,M,Alfie,Devine,Devine,4.5,4.5,650,-1
Everton,F,Joshua,King,King,5.5,5.5,651,-1
Liverpool,D,Ozan,Kabak,Kabak,5.0,5.0,652,-1
Liverpool,D,Ben,Davies,Davies,5.0,5.0,653,-1
West Brom,M,Okay,Yokuslu,Yokuslu,4.5,4.5,654,-1
Southampton,M,Ryan,Finnigan,Finnigan,4.5,4.5,655,-1
Sheffield Utd,M,Iliman,Ndiaye,Ndiaye,4.5,4.5,656,-1
Sheffield Utd,M,Zak,Brunt,Brunt,4.5,4.5,657,-1
Burnley,D,Richard,Nartey,Nartey,4.0,4.0,658,-1
Man City,M,Claudio,Gomes,Gomes,4.5,4.5,659,-1
Leicester,D,Vontae,Daley-Campbell,Daley-Campbell,4.0,4.0,660,-1
Leicester,M,Thakgalo,Leshabela,Leshabela,4.5,4.5,661,-1
Brighton,G,Thomas,McGill,McGill,4.0,4.0,662,-1
Brighton,D,Michal,Karbownik,Karbownik,4.5,4.5,663,-1
Brighton,M,Moisés,Caicedo,Caicedo,5.0,5.0,664,-1
Fulham,F,Josh,Maja,Maja,5.5,5.5,665,-1
