fpl_id,first_name,second_name,web_name,position,team,start_cost,now_cost,fbref_id,understat_id
240,Diogo,Jota,Jota,M,Liverpool,7.5,7.5,178ae8f8,6854
241,Nathaniel,Phillips,Phillips,D,Liverpool,4.5,4.5,515ebe8d,8228
242,Caoimhin,Kelleher,Kelleher,G,Liverpool,4.5,4.5,62d7ef38,7904
243,Ibrahima,Konaté,Konaté,D,Liverpool,5.5,5.5,5ed9b537,6326
244,Curtis,Jones,Jones,M,Liverpool,5.0,5.0,4fb9c88f,6665
245,Konstantinos,Tsimikas,Tsimikas,D,Liverpool,4.0,4.0,f315ca93,8852
246,Neco,Williams,N.Williams,D,Liverpool,4.0,4.0,dd323728,8204
247,Rhys,Williams,R.Williams,D,Liverpool,4.5,4.5,012c975a,9086
248,Ben,Davies,Davies,D,Liverpool,4.0,4.0,c9009a1f,0
249,Kyle,Walker,Walker,D,Man City,5.5,5.5,86dd77d1,638
250,Ilkay,Gündogan,Gündogan,M,Man City,7.5,7.5,819b3158,314
251,Kevin,De Bruyne,De Bruyne,M,Man City,12.0,12.0,e46012d4,447
252,John,Stones,Stones,D,Man City,5.5,5.5,5eecec3d,586
253,Benjamin,Mendy,Mendy,D,Man City,5.5,5.5,5271c8f1,3389
254,Riyad,Mahrez,Mahrez,M,Man City,9.0,9.0,892d5bb1,750
255,Raheem,Sterling,Sterling,M,Man City,11.0,11.0,b400bde0,618
256,João Pedro Cavaco,Cancelo,Cancelo,D,Man City,6.0,6.0,bd6351cd,2379
257,Ederson,Santana de Moraes,Ederson,G,Man City,6.0,6.0,3bb7b8b4,6054
258,Nathan,Aké,Aké,D,Man City,5.0,5.0,eaeca114,579
259,Aymeric,Laporte,Laporte,D,Man City,5.5,5.5,119b9a8e,2498
260,Zack,Steffen,Steffen,G,Man City,4.5,4.5,42130443,7817
261,Bernardo Mota,Veiga de Carvalho e Silva,Bernardo,M,Man City,7.0,7.0,3eb22ec9,3635
262,Rúben Santos,Gato Alves Dias,Dias,D,Man City,6.0,6.0,31c69ef1,8961
263,Gabriel Fernando,de Jesus,Jesus,F,Man City,8.5,8.5,b66315ae,5543
264,Oleksandr,Zinchenko,Zinchenko,D,Man City,5.5,5.5,51cf8561,2958
265,Phil,Foden,Foden,M,Man City,8.0,8.0,ed1e53f3,6055
266,Rodrigo,Hernandez,Rodrigo,M,Man City,5.5,5.5,6434f10d,2496
267,Jack,Harrison,Harrison,M,Leeds,6.0,6.0,aa849a12,8720
268,Ferran,Torres,Torres,M,Man City,7.0,7.0,9e1035f8,6441
269,Edinson,Cavani,Cavani,F,Man Utd,8.5,8.5,527f063d,3294
270,David,de Gea,de Gea,G,Man Utd,5.0,5.0,7ba6d84e,546
271,Nemanja,Matic,Matic,M,Man Utd,4.5,4.5,eb7822d7,697
272,Paul,Pogba,Pogba,M,Man Utd,7.5,7.5,867239d3,1740
273,Harry,Maguire,Maguire,D,Man Utd,5.5,5.5,d8931174,1687
274,Frederico,Rodrigues de Paula Santos,Fred,M,Man Utd,5.0,5.0,b853e0ad,6817
275,Luke,Shaw,Shaw,D,Man Utd,5.5,5.5,9c94165b,1006
276,Jesse,Lingard,Lingard,M,Man Utd,7.0,7.0,810e3c74,558
277,Bruno Miguel,Borges Fernandes,Fernandes,M,Man Utd,12.0,12.0,507c7bdf,1228
278,Anthony,Martial,Martial,F,Man Utd,8.0,8.0,8b788c01,553
279,Alex Nicolao,Telles,Telles,D,Man Utd,5.0,5.0,e73c9bb2,1828
280,Dean,Henderson,Henderson,G,Man Utd,5.0,5.0,e5a76dfe,7702
281,Marcus,Rashford,Rashford,M,Man Utd,9.5,9.5,a1d5bd30,556
282,Donny,van de Beek,van de Beek,M,Man Utd,6.0,6.0,50dc94ce,8821
283,Axel,Tuanzebe,Tuanzebe,D,Man Utd,4.5,4.5,2baec6ce,934
284,Victor,Lindelöf,Lindelöf,D,Man Utd,5.0,5.0,f5deef4c,6080
285,Scott,McTominay,McTominay,M,Man Utd,5.5,5.5,d93c2511,5560
286,Eric,Bailly,Bailly,D,Man Utd,5.0,5.0,a1232f4e,1739
287,Daniel,James,James,M,Man Utd,6.0,6.0,c931d9f9,5595
288,Aaron,Wan-Bissaka,Wan-Bissaka,D,Man Utd,5.5,5.5,9e525177,5584
289,Mason,Greenwood,Greenwood,M,Man Utd,7.5,7.5,58eee997,7490
290,Brandon,Williams,Williams,D,Man Utd,4.0,4.0,5e74d6c8,8075
291,Jonjo,Shelvey,Shelvey,M,Newcastle,5.5,5.5,3727dd3c,769
292,Matt,Ritchie,Ritchie,D,Newcastle,5.0,5.0,71ef519e,461
293,Ciaran,Clark,Clark,D,Newcastle,4.5,4.5,2b91cf8e,875
294,Karl,Darlow,Darlow,G,Newcastle,4.5,4.5,cde3309f,780
295,Martin,Dubravka,Dubravka,G,Newcastle,4.5,4.5,3a949a25,6532
296,Callum,Wilson,Wilson,F,Newcastle,7.5,7.5,c596fcb0,468
297,Jeff,Hendrick,Hendrick,M,Newcastle,5.0,5.0,989d5705,1746
298,Ryan,Fraser,Fraser,M,Newcastle,5.5,5.5,d56543a0,1683
299,Jamaal,Lascelles,Lascelles,D,Newcastle,4.5,4.5,450ab6fc,766
300,Dwight,Gayle,Gayle,F,Newcastle,5.5,5.5,e58a03c6,743
301,Paul,Dummett,Dummett,D,Newcastle,4.5,4.5,3fe6bd8c,853
302,Javier,Manquillo,Manquillo,D,Newcastle,4.0,4.0,758dd7f0,1719
303,Emil,Krafth,Krafth,D,Newcastle,4.5,4.5,77cf6852,1545
304,Jacob,Murphy,Murphy,M,Newcastle,5.0,5.0,de112b84,6063
305,Fabian,Schär,Schär,D,Newcastle,4.5,4.5,c8aa95da,76
306,Isaac,Hayden,Hayden,M,Newcastle,4.5,4.5,c951a6df,6062
307,Allan,Saint-Maximin,Saint-Maximin,F,Newcastle,6.5,6.5,2b16cb1a,101
308,Miguel,Almirón,Almirón,M,Newcastle,5.5,5.5,862a1c15,7420
309,Sean,Longstaff,S.Longstaff,M,Newcastle,4.5,4.5,a2b105e0,7078
310,Joelinton Cássio,Apolinário de Lira,Joelinton,F,Newcastle,6.0,6.0,c17bfb65,87
311,Jamal,Lewis,Lewis,D,Newcastle,4.5,4.5,efb9215a,7691
312,Matthew,Longstaff,M.Longstaff,M,Newcastle,4.5,4.5,c0027d2d,8016
313,Michael,McGovern,McGovern,G,Norwich,4.0,4.0,51a19d04,8022
314,Tim,Krul,Krul,G,Norwich,4.5,4.5,f23f9d20,982
315,Teemu,Pukki,Pukki,F,Norwich,6.0,6.0,0745b37d,7696
316,Marco,Stiepermann,Stiepermann,M,Norwich,5.0,5.0,b606638c,7694
317,Lukas,Rupp,Rupp,M,Norwich,4.5,4.5,3faa1780,62
318,Kenny,McLean,McLean,M,Norwich,5.0,5.0,471f16b3,7693
319,Grant,Hanley,Hanley,D,Norwich,4.5,4.5,e9254eec,7690
320,Onel,Hernández,Hernández,M,Norwich,5.0,5.0,007b39a5,7697
321,Sam,Byram,Byram,D,Norwich,4.5,4.5,1bf811d4,902
322,Jordan,Hugill,Hugill,F,Norwich,5.5,5.5,a36d4785,6526
323,Kieran,Dowell,Dowell,M,Norwich,5.5,5.5,2f6ec02a,1032
324,Christoph,Zimmermann,Zimmermann,D,Norwich,4.5,4.5,2d5f03bf,7990
325,Todd,Cantwell,Cantwell,M,Norwich,5.5,5.5,f63d8a4b,7695
326,Max,Aarons,Aarons,D,Norwich,4.5,4.5,774cf58b,7688
327,Jacob,Sørensen,Sørensen,D,Norwich,4.5,4.5,953c30b0,0
328,Przemyslaw,Placheta,Placheta,M,Norwich,5.0,5.0,3c33f9d9,0
329,Adam,Idah,Idah,F,Norwich,5.0,5.0,291e3ec3,8021
330,Josh,Martin,Martin,M,Norwich,5.0,5.0,3f072a68,8455
331,Andrew,Omobamidele,Omobamidele,D,Norwich,4.0,4.0,c393a6c4,0
332,Theo,Walcott,Walcott,M,Southampton,6.0,6.0,1ecb65be,503
333,Fraser,Forster,Forster,G,Southampton,4.5,4.5,c3e39f12,831
334,Alex,McCarthy,McCarthy,G,Southampton,4.5,4.5,36c2ca73,635
335,Oriol,Romeu Vidal,Romeu,M,Southampton,4.5,4.5,4b511457,842
336,Nathan,Redmond,Redmond,M,Southampton,6.0,6.0,ab651565,790
337,Danny,Ings,Ings,F,Southampton,8.0,8.0,07802f7f,986
338,Jack,Stephens,Stephens,D,Southampton,4.5,4.5,6adbc307,1735
339,Stuart,Armstrong,Armstrong,M,Southampton,6.0,6.0,97333cf5,6893
340,Jannik,Vestergaard,Vestergaard,D,Southampton,5.0,5.0,1900032e,111
341,James,Ward-Prowse,Ward-Prowse,M,Southampton,6.5,6.5,3515d404,843
342,Kyle,Walker-Peters,Walker-Peters,D,Southampton,5.0,5.0,984a5a64,885
343,Jan,Bednarek,Bednarek,D,Southampton,4.5,4.5,4115ce4e,6042
344,Daniel,N'Lundulu,Nlundulu,F,Southampton,4.5,4.5,30040f5d,7983
345,Che,Adams,Adams,F,Southampton,7.0,7.0,f2bf1b0f,7700
346,Nathan,Tella,Tella,M,Southampton,5.0,5.0,f1e94cd6,8456
347,William,Smallbone,Smallbone,M,Southampton,4.5,4.5,5e105217,8224
348,Michael,Obafemi,Obafemi,F,Southampton,4.5,4.5,caa1a7f0,6504
349,Ibrahima,Diallo,Diallo,M,Southampton,4.5,4.5,11ff3d56,6736
350,Moussa,Djenepo,Djenepo,M,Southampton,5.5,5.5,254147d4,7701
351,Mohammed,Salisu,Salisu,D,Southampton,4.5,4.5,0b33f6ad,6923
352,Joe,Hart,Hart,G,Spurs,4.5,4.5,cb4f24c6,609
353,Hugo,Lloris,Lloris,G,Spurs,5.5,5.5,8f62b6ee,637
354,Moussa,Sissoko,Sissoko,M,Spurs,4.5,4.5,2acd49b9,772
355,Toby,Alderweireld,Alderweireld,D,Spurs,5.0,5.0,f7d50789,639
356,Erik,Lamela,Lamela,M,Spurs,6.0,6.0,abe66106,644
357,Harry,Kane,Kane,F,Spurs,12.5,12.5,21a66f6a,647
358,Serge,Aurier,Aurier,D,Spurs,5.0,5.0,5c2b4f07,3600
359,Heung-Min,Son,Son,M,Spurs,10.0,10.0,92e7e919,453
360,Matt,Doherty,Doherty,D,Spurs,5.0,5.0,d557d734,6852
361,Eric,Dier,Dier,D,Spurs,4.5,4.5,ac861941,643
362,Lucas,Rodrigues Moura da Silva,Lucas Moura,M,Spurs,6.5,6.5,2b622f01,3293
363,Bamidele,Alli,Dele,M,Spurs,6.5,6.5,cea4ee8f,645
364,Ben,Davies,Davies,D,Spurs,4.5,4.5,44781702,660
365,Pierre-Emile,Højbjerg,Højbjerg,M,Spurs,5.0,5.0,8b04d6c1,343
366,Harry,Winks,Winks,M,Spurs,4.5,4.5,2f7acede,971
367,Davinson,Sánchez,Sánchez,D,Spurs,4.5,4.5,da7b447d,6249
368,Ryan,Sessegnon,Sessegnon,D,Spurs,4.5,4.5,6aa3e78b,6837
369,Steven,Bergwijn,Bergwijn,M,Spurs,6.0,6.0,a29b1131,8300
370,Sergio,Reguilón,Reguilón,D,Spurs,5.0,5.0,3353737a,7187
371,Japhet,Tanganga,Tanganga,D,Spurs,4.5,4.5,e9971f2d,8222
372,Giovani,Lo Celso,Lo Celso,M,Spurs,6.0,6.0,d7553721,5681
373,Oliver,Skipp,Skipp,M,Spurs,4.5,4.5,6250083a,7198
374,Joe,Rodon,Rodon,D,Spurs,4.5,4.5,8d62d31a,6377
375,Tanguy,Ndombele,Ndombele,M,Spurs,6.0,6.0,5cdddffa,5962
376,Ben,Foster,Foster,G,Watford,4.0,4.0,d0b3ceb9,803
377,Danny,Rose,Rose,D,Watford,4.5,4.5,89d10e53,641
378,Dan,Gosling,Gosling,M,Watford,5.0,5.0,7fec31a0,462
379,Craig,Cathcart,Cathcart,D,Watford,4.5,4.5,89e4b358,581
380,Troy,Deeney,Deeney,F,Watford,5.5,5.5,82e34b69,574
381,Tom,Cleverley,Cleverley,M,Watford,5.0,5.0,6cdd8245,596
382,Francisco,Femenía Far,Femenía,D,Watford,4.5,4.5,e5d01ecf,5043
383,Andre,Gray,Gray,F,Watford,5.5,5.5,c24dba2a,1660
384,Christian,Kabasele,Kabasele,D,Watford,4.5,4.5,914ab9a1,1725
385,Nathaniel,Chalobah,Chalobah,M,Watford,5.0,5.0,422862ea,1677
386,Will,Hughes,Hughes,M,Watford,5.0,5.0,a0666d3e,6104
387,William,Troost-Ekong,Troost-Ekong,D,Watford,4.5,4.5,7ed4921e,6996
388,Stipe,Perica,Perica,F,Watford,4.5,4.5,269b4638,1154
389,Daniel,Bachmann,Bachmann,G,Watford,4.5,4.5,1c0eea98,0
390,Adam,Masina,Masina,D,Watford,4.5,4.5,de0f152c,1441
391,Ken,Sema,Sema,M,Watford,5.5,5.5,1770bd68,6841
392,Philip,Zinckernagel,Zinckernagel,M,Watford,5.5,5.5,a5ea254c,0
393,Isaac,Success Ajayi,Success,F,Watford,5.0,5.0,f573a8bf,1724
394,Ayotomiwa,Dele-Bashiru,Dele-Bashiru,M,Watford,4.5,4.5,0666f848,0
395,Ashley,Fletcher,Fletcher,F,Watford,5.0,5.0,eeb6551f,1675
396,Francisco,Sierralta,Sierralta,D,Watford,4.5,4.5,0f933743,7081
397,Domingos,Quina,Quina,M,Watford,4.5,4.5,41fb0f4e,5573
398,Marc,Navarro,Navarro,D,Watford,4.0,4.0,c2846353,5085
399,Ismaila,Sarr,Sarr,M,Watford,6.0,6.0,bfdb33aa,5675
400,Jeremy,Ngakia,Ngakia,D,Watford,4.5,4.5,3631ad41,8235
401,Ben,Wilmot,Wilmot,D,Watford,4.5,4.5,2876eaa3,7216
402,Joseph,Hungbo,Hungbo,M,Watford,4.5,4.5,fdf9edec,0
403,Imrân,Louza,Louza,M,Watford,5.5,5.5,e1df6989,7278
404,João Pedro,Junqueira de Jesus,João Pedro,F,Watford,5.5,5.5,e8832875,8272
405,Kwadwo,Baah,Baah,M,Watford,4.5,4.5,f240e4f2,0
406,Mark,Noble,Noble,M,West Ham,4.5,4.5,ff527768,533
407,Darren,Randolph,Randolph,G,West Ham,4.5,4.5,6385ebfb,540
408,Lukasz,Fabianski,Fabianski,G,West Ham,5.0,5.0,9328b835,706
409,Angelo,Ogbonna,Ogbonna,D,West Ham,5.0,5.0,74b2cd7e,528
410,Winston,Reid,Reid,D,West Ham,4.0,4.0,562eed5c,529
411,Aaron,Cresswell,Cresswell,D,West Ham,5.5,5.5,4f974391,534
412,Andriy,Yarmolenko,Yarmolenko,M,West Ham,5.5,5.5,849c826a,6274
413,Michail,Antonio,Antonio,F,West Ham,7.5,7.5,ac05f970,531
414,Craig,Dawson,Dawson,D,West Ham,5.0,5.0,3e9e06cb,804
415,Ryan,Fredericks,Fredericks,D,West Ham,4.5,4.5,c067631c,6891
416,Manuel,Lanzini,Lanzini,M,West Ham,6.0,6.0,26f6dca8,535
417,Arthur,Masuaku,Masuaku,D,West Ham,4.5,4.5,57df7a11,1760
418,Vladimir,Coufal,Coufal,D,West Ham,5.0,5.0,fdf3cb77,8965
419,Saïd,Benrahma,Benrahma,M,West Ham,6.0,6.0,5a04fd92,3585
420,Jarrod,Bowen,Bowen,M,West Ham,6.5,6.5,79c84d1c,1776
421,Declan,Rice,Rice,M,West Ham,5.0,5.0,1c7012b8,5553
422,Tomas,Soucek,Soucek,M,West Ham,6.0,6.0,6613c819,8288
423,Pablo,Fornals,Fornals,M,West Ham,6.0,6.0,82927de4,2335
424,Issa,Diop,Diop,D,West Ham,4.5,4.5,a712ca2b,3203
425,Ben,Johnson,Johnson,D,West Ham,4.0,4.0,9319781b,6424
426,João Filipe Iria,Santos Moutinho,Moutinho,M,Wolves,5.0,5.0,f5a00fa4,3422
427,Rui Pedro,dos Santos Patrício,Patrício,G,Wolves,5.0,5.0,79b0d6a0,6849
428,Willy,Boly,Boly,D,Wolves,5.0,5.0,a4ac4b8f,6850
429,Conor,Coady,Coady,D,Wolves,4.5,4.5,2928dca2,6851
430,Raúl,Jiménez,Jiménez,F,Wolves,7.5,7.5,b561db50,4105
431,Romain,Saïss,Saïss,D,Wolves,5.0,5.0,9fbbcf39,3491
432,Fernando,Marçal,Marçal,D,Wolves,4.5,4.5,9ae9eaea,5708
433,Jonathan,Castro Otto,Jonny,D,Wolves,4.5,4.5,e28868f3,2280
434,Leander,Dendoncker,Dendoncker,M,Wolves,5.0,5.0,5a7301ae,7236
435,Adama,Traoré,Traoré,M,Wolves,6.0,6.0,9a28eba4,900
436,Rúben Diogo,da Silva Neves,Neves,M,Wolves,5.5,5.5,44bfb6c5,6853
437,Nélson,Cabral Semedo,Semedo,D,Wolves,5.0,5.0,d04b94db,6163
438,Daniel,Castelo Podence,Podence,M,Wolves,5.5,5.5,7fcc71d8,8291
439,Max,Kilman,Kilman,D,Wolves,4.5,4.5,d0f72bf1,7332
440,Morgan,Gibbs-White,Gibbs-White,M,Wolves,4.5,4.5,32f60ed8,6857
441,Pedro,Lomba Neto,Neto,M,Wolves,6.5,6.5,7ba2eaa9,6382
442,Owen,Otasowie,Otasowie,M,Wolves,4.5,4.5,6956ff08,8180
443,Ki-Jana,Hoever,Hoever,D,Wolves,4.0,4.0,9a71e978,8351
444,Andreas,Söndergaard,Söndergaard,G,Wolves,4.0,4.0,43f9b4ba,0
445,Fabio,Silva,Fabio Silva,F,Wolves,6.0,6.0,e7aa9d7c,8778
446,Yerson,Mosquera Valdelamar,Mosquera,D,Wolves,4.5,4.5,1e159d70,0
447,Danny,Welbeck,Welbeck,F,Brighton,6.0,6.0,ce5143da,501
448,Angus,Gunn,Gunn,G,Norwich,4.0,4.0,e082af5b,5544
449,Milot,Rashica,Rashica,M,Norwich,5.5,5.5,6c6a3300,6523
450,Emmanuel,Dennis,Dennis,F,Watford,5.0,5.0,2c44a35d,9301
451,Nathan,Collins,Collins,D,Burnley,4.5,4.5,a8c19eb8,0
452,John,Ruddy,Ruddy,G,Wolves,4.5,4.5,da8b19e2,785
453,Fernando,Luiz Rosa,Fernandinho,M,Man City,5.0,5.0,101da2b5,614
454,Matthew,Pollock,Pollock,D,Watford,4.0,4.0,6681bcc8,0
455,Patson,Daka,Daka,F,Leicester,7.5,7.5,ca45605e,0
456,Ben,Gibson,Gibson,D,Norwich,4.5,4.5,bcfb0142,1707
457,Dimitris,Giannoulis,Giannoulis,D,Norwich,4.5,4.5,112c495e,0
458,Boubakary,Soumaré,Soumaré,M,Leicester,5.0,5.0,ae59b359,6310
459,Juan,Mata,Mata,M,Man Utd,5.0,5.0,29733c72,554
460,Romain,Perraud,Perraud,D,Southampton,5.0,5.0,6dfd8f05,6500
461,Francisco,Machado Mota de Castro Trincão,Trincão,M,Wolves,6.0,6.0,77e39b04,8934
462,Enock,Mwepu,Mwepu,M,Brighton,6.0,6.0,1d5cab82,0
463,Héctor Junior,Firpo Adames,Firpo,D,Leeds,5.0,5.0,24f59bb2,6485
464,Michael,Olise,Olise,M,Crystal Palace,5.5,5.5,c4486bac,0
465,Federico,Fernández,Fernández,D,Newcastle,4.5,4.5,f25b010f,708
466,Nuno,Varela Tavares,Tavares,D,Arsenal,4.5,4.5,a65c844b,0
467,Oghenekaro Peter,Etebo,Etebo,M,Watford,4.5,4.5,b579e83d,6538
468,Joshua,King,King,F,Watford,5.5,5.5,43458538,465
469,Adedapo,Awokoya-Mebude,Mebude,F,Watford,4.5,4.5,b7996fe0,0
470,Rayan,Ait Nouri,Ait Nouri,D,Wolves,4.5,4.5,9b398aea,6674
471,Pierre,Lees-Melou,Lees-Melou,M,Norwich,5.0,5.0,f5044e54,5619
472,Juan Camilo,Hernández Suárez,Cucho,F,Watford,5.0,5.0,71b47ab9,0
473,Ryan,Bertrand,Bertrand,D,Leicester,5.0,5.0,01226327,835
474,Joel,Ward,Ward,D,Crystal Palace,4.5,4.5,8a7ff278,510
475,José,Malheiro de Sá,Sá,G,Wolves,5.0,5.0,903b6e8b,0
476,Kjell,Scherpen,Scherpen,G,Brighton,4.5,4.5,f0e4c69e,0
477,Marc,Guéhi,Guéhi,D,Crystal Palace,4.5,4.5,d0706b27,0
478,Albert,Sambi Lokonga,Sambi Lokonga,M,Arsenal,5.0,5.0,1b4f1169,0
479,Frank,Onyeka,Onyeka,M,Brentford,5.0,5.0,2944f86f,0
480,Wayne,Hennessey,Hennessey,G,Burnley,4.5,4.5,76eca7e2,509
481,Asmir,Begović,Begović,G,Everton,4.0,4.0,7b4de647,694
482,Andros,Townsend,Townsend,M,Everton,5.5,5.5,b28bbd58,775
